"Base Word",Guideword,Level,"Part of Speech",YLE,YLE
"get sth off your chest",IDIOM,C2,phrase,,
"great big/long, etc.",,B2,phrase,,
"not half as good/bad/exciting, etc.",,B2,phrase,,
"hang on",WAIT,B1,"phrasal verb",,
"go for sth","TRY TO GET",B2,"phrasal verb",,
"get a move on",,C2,phrase,,
"be without foundation; have no foundation",,C2,phrase,,
"come in handy",,C2,phrase,,
"in view of sth",,B2,phrase,,
"be glad of sth",,C1,phrase,,
"in the event of sth",,C1,phrase,,
"in respect of sth",,C1,phrase,,
"in attendance",,C2,phrase,,
"in the vicinity (of sth)",,C2,phrase,,
"in part",,C2,phrase,,
"hold on",WAIT,B1,"phrasal verb",,
"hold on",CONFUSED/SURPRISED,C1,"phrasal verb",,
"can't/couldn't get over sth",,B2,phrase,,
hundreds,,B2,phrase,,
"far from it",,C1,phrase,,
"grab sb's attention",,C1,phrase,,
"so far so good",,C2,phrase,,
"in a flash",,C2,phrase,,
"Don't get me wrong",,C2,phrase,,
"get moving",,C2,phrase,,
"go overboard",,C2,phrase,,
"so far so good",,C2,phrase,,
"heaps of sth",,C2,phrase,,
"in a big way",,C2,phrase,,
"in a flash",,C2,phrase,,
"be in for sth",,C2,phrase,,
"get your act together",IDIOM,C2,phrase,,
"get the hang of sth",IDIOM,C2,phrase,,
"get the picture",IDIOM,C2,phrase,,
"go with the flow",IDIOM,C2,phrase,,
"let your hair down",IDIOM,C2,phrase,,
"get the hang of sth",IDIOM,C2,phrase,,
"inclined to do sth",,C2,phrase,,
"artistically/technically, etc. inclined",,C2,phrase,,
"a handful of",,B2,phrase,,
"the following",,B2,phrase,,
feelings,,B1,phrase,,
"be under the impression",,B2,phrase,,
"Yours faithfully",,B2,phrase,,
"folk art/dancing, etc.",,B1,phrase,,
"get over sth/sb ","GET BETTER",B2,"phrasal verb",,
"go down with sth",,B2,"phrasal verb",,
"good for you",,A1,phrase,,
"get cancer/flu, etc.",,B1,phrase,,
"a history of sth",,C1,phrase,,
"feel faint",,C2,phrase,,
"feel faint",,C2,phrase,,
"have (got) on sth or have (got) sth on",,B1,"phrasal verb",,
"give in",AGREE,B1,"phrasal verb",,
"hear from sb ",,B1,"phrasal verb",,
"get across sth or get sth across",,B2,"phrasal verb",,
"give away sth or give sth away",SECRET,B2,"phrasal verb",,
"go ahead",ALLOW,B2,"phrasal verb",,
"go on","TALK AGAIN",B2,"phrasal verb",,
"be getting at sth ",,C1,"phrasal verb",,
"get back to sb",,C1,"phrasal verb",,
"go into sth",DESCRIBE,C2,"phrasal verb",,
"go on","TALK FOR A LONG TIME",C2,"phrasal verb",,
"(that's) fine",,A1,phrase,,
"for example",,A1,phrase,,
"Don't forget...",,A1,phrase,,
"Happy Birthday/New Year, etc.",,A1,phrase,,
"How are you?",,A1,phrase,,
Help!,,A2,phrase,,
"How about...?",,A2,phrase,,
"How do you do?",,A2,phrase,,
"if not",,A2,phrase,,
"if you like",,A2,phrase,,
"in fact",,B1,phrase,,
"for instance",,B1,phrase,,
"in general",,B1,phrase,,
"get in touch",,B1,phrase,,
"to be honest",,B1,phrase,,
"How about ...?",,B1,phrase,,
"if I were you",,B1,phrase,,
"if only",,B1,phrase,,
"in fact",,B1,phrase,,
"in the end",,B1,phrase,,
"in general",,B1,phrase,,
"in particular",,B1,phrase,,
"in actual fact",,B2,phrase,,
"as a matter of fact",,B2,phrase,,
"the fact (of the matter) is",,B2,phrase,,
"as far as I know",,B2,phrase,,
"as far as sb is concerned",,B2,phrase,,
"as far as sth is concerned",,B2,phrase,,
"by far",,B2,phrase,,
"as follows",,B2,phrase,,
"in general",,B2,phrase,,
"get sb/sth to do sth",,B2,phrase,,
"go into detail/s",,B2,phrase,,
"it goes without saying",,B2,phrase,,
"it's a good thing",,B2,phrase,,
"Good for you!",,B2,phrase,,
"get hold of sth/sb",,B2,phrase,,
"in general",,B2,phrase,,
"in actual fact",,B2,phrase,,
"in any case",,B2,phrase,,
"in that case",,B2,phrase,,
"in brief",,B2,phrase,,
"In conclusion",,B2,phrase,,
"in other words",,B2,phrase,,
"in writing",,B2,phrase,,
"in response to",,B2,phrase,,
"for a start",,C1,phrase,,
"on hold",,C1,phrase,,
"How dare she/you, etc.",,C1,phrase,,
"in a sense",,C1,phrase,,
"in short",,C1,phrase,,
"I fail to see/understand",,C2,phrase,,
"for one thing",,C2,phrase,,
"ring hollow",,C2,phrase,,
"How strange/stupid/weird, etc. is that?",,C2,phrase,,
"in all honesty",,C2,phrase,,
"in no uncertain terms",,C2,phrase,,
"get away with sth ",,B2,"phrasal verb",,
"quite a few",,A2,phrase,,
"in front of sb/sth",,A2,phrase,,
"in front",,B1,phrase,,
"in front",,B1,phrase,,
"a great deal",,B2,phrase,,
"in two/half",,B2,phrase,,
"in all",,B2,phrase,,
"a good deal",,C1,phrase,,
"back to front",,C2,phrase,,
"a breath of fresh air",IDIOM,C2,phrase,,
"get through sth ",SUCCEED,B2,"phrasal verb",,
"the English/law/science, etc. faculty",,C1,phrase,,
"go off",FOOD,B2,"phrasal verb",,
"high in sth",,C1,phrase,,
"sb's finances",,B2,phrase,,
"go down",SUN,B1,"phrasal verb",,
"fresh air",,B1,phrase,,
"get (sb) up",,A1,"phrasal verb",,
"give back sth or give sth back",,A2,"phrasal verb",,
"go in",,A2,"phrasal verb",,
"fall down",,B1,"phrasal verb",,
"fill up (sth) or fill (sth) up",,B1,"phrasal verb",,
"get back sth or get sth back",,B1,"phrasal verb",,
"get in",ENTER,B1,"phrasal verb",,
"get on",MANAGE,B1,"phrasal verb",,
"give in sth or give sth in",,B1,"phrasal verb",,
"give out sth or give sth out",,B1,"phrasal verb",,
"give up (sth) or give (sth) up",,B1,"phrasal verb",,
"go off",LEAVE,B1,"phrasal verb",,
"hand out sth or hand sth out",,B1,"phrasal verb",,
"hang about/around (swh)",,B1,"phrasal verb",,
"hang out",,B1,"phrasal verb",,
"hang up sth or hang sth up",,B1,"phrasal verb",,
"hurry up",,B1,"phrasal verb",,
"follow up sth or follow sth up",,B2,"phrasal verb",,
"get at sth",,B2,"phrasal verb",,
"get down to sth",,B2,"phrasal verb",,
"get out of sth/doing sth ",,B2,"phrasal verb",,
"get round to sth ",,B2,"phrasal verb",,
"give up (sth/doing sth) or give (sth) up",,B2,"phrasal verb",,
"go ahead",START,B2,"phrasal verb",,
"go on","CONTINUE DOING",B2,"phrasal verb",,
"hand over sb/sth or hand sb/sth over",,B2,"phrasal verb",,
"help out (sb) or help (sb) out",,B2,"phrasal verb",,
"hurry up sb/sth or hurry sb/sth up ",,B2,"phrasal verb",,
"finish off (sth) or finish (sth) off",,C1,"phrasal verb",,
"get (sb/sth) out",,C1,"phrasal verb",,
"hold sb/sth back","PREVENT MOVEMENT",C1,"phrasal verb",,
"flick through sth",,C2,"phrasal verb",,
"get up to sth ",,C2,"phrasal verb",,
"grasp at sth",,C2,"phrasal verb",,
"go running/swimming, etc.",,A2,phrase,,
"get down/into/off, etc.",,B1,phrase,,
"get rid of sth",,B1,phrase,,
"glance at/around/towards, etc.",,B1,phrase,,
"break/cut, etc. sth in half",,B1,phrase,,
"fail to do sth",,B2,phrase,,
"fasten sth on/to/together, etc.",,B2,phrase,,
"set sb/sth free",,B2,phrase,,
"gaze at/into/out of, etc.",,B2,phrase,,
"glance at/over/through, etc.",,B2,phrase,,
"head back/down/towards, etc.",,B2,phrase,,
"catch/get/grab/take hold of sth/sb ",,B2,phrase,,
"(be) in your fifties",,B2,phrase,,
"(be) in your forties",,B2,phrase,,
"grow up",,A2,"phrasal verb",,
"face up to sth ",,B2,"phrasal verb",,
"figure out sth/sb or figure sth/sb out",,B2,"phrasal verb",,
"get sb down",,B2,"phrasal verb",,
"go off sth/sb",,B2,"phrasal verb",,
"identify with sb/sth",,B2,"phrasal verb",,
"get to sb",,C2,"phrasal verb",,
"feel like/as if",,B1,phrase,,
"feel like sth/doing sth ",,B1,phrase,,
"feel like sb/sth",,B1,phrase,,
"feel sorry for",,B1,phrase,,
"be fond of sb/sth",,B1,phrase,,
"for fun or for the fun of it",,B1,phrase,,
"a sense of humour",,B1,phrase,,
"in tears",,B1,phrase,,
"can't face sb/sth/doing sth ",,B2,phrase,,
"be familiar with sth/sb ",,B2,phrase,,
"be in favour of sth",,B2,phrase,,
"feel different/strange, etc.",,B2,phrase,,
"fill sb with anger/joy/pride, etc.",,B2,phrase,,
"make a fool (out) of sb ",,B2,phrase,,
"make a fool of yourself ",,B2,phrase,,
"get the feeling/idea/impression, etc.",,B2,phrase,,
"get on sb's nerves",,B2,phrase,,
"go red",,B2,phrase,,
"be hard on sb ",,B2,phrase,,
"in honour of sb/sth ",,B2,phrase,,
"be in favour of sth",,B2,phrase,,
"in sb's eyes",,B2,phrase,,
"in good/high/low, etc. spirits",,B2,phrase,,
"in honour of sb/sth ",,B2,phrase,,
"be good company",,C1,phrase,,
"be full of yourself",,C2,phrase,,
"be only human",,C2,phrase,,
"in cold blood",IDIOM,C2,phrase,,
"the far left/right",,C2,phrase,,
"get on",RELATIONSHIP,B1,"phrasal verb",,
"get together ",,B1,"phrasal verb",,
"go out",RELATIONSHIP,B1,"phrasal verb",,
"hit it off",,B2,"phrasal verb",,
"get to know sb/sth ",,B1,phrase,,
"a broken home",,C2,phrase,,
"break sb's heart",IDIOM,B2,phrase,,
"give in","ADMIT DEFEAT",B2,"phrasal verb",,
"for sale",,A2,phrase,,
"finish first/second, etc.",,B1,phrase,,
"in stock",,B2,phrase,,
"get back",,A2,"phrasal verb",,
"get in",ARRIVE,B1,"phrasal verb",,
"get out",LEAVE,B1,"phrasal verb",,
"go away",HOLIDAY,B1,"phrasal verb",,
"go back",,B1,"phrasal verb",,
"get away",ESCAPE,B2,"phrasal verb",,
"get away","GO SOMEWHERE",B2,"phrasal verb",,
"get here/there/home/to work, etc.",,A1,phrase,,
"get a bus/train/taxi, etc.",,A1,phrase,,
"first/second/third, etc. gear",,B2,phrase,,
"go into sth",START,C1,"phrasal verb",,
"hold down a job",,C2,"phrasal verb",,
"incapable of sth/doing sth",,C1,phrase,,
"for/in the foreseeable future",,C2,phrase,,
"be inclined to think/believe/agree, etc.",,C1,phrase,,
"inclined to do sth",,C2,phrase,,
"a further 10/100, etc.",,C1,phrase,,
"the following day/morning, etc.",,B1,phrase,,
"bad/ill feeling",,C1,phrase,,
"have no hesitation in doing sth",,C1,phrase,,
"fire sb's imagination",,C2,phrase,,
"familiarize sb/yourself with sth",,C2,phrase,,
"the homeless",,C1,phrase,,
"to speak/think highly of sb/sth",,C2,phrase,,
"room for improvement",,C1,phrase,,
"be hungry for sth",,C2,phrase,,
"fill in/out sth or fill sth in/out",,A2,"phrasal verb",,
"give away sth or give sth away",FREE,B1,"phrasal verb",,
"give up sth or give sth up",,B1,"phrasal verb",,
"go down","BECOME LESS",B1,"phrasal verb",,
"go for sth",CHOOSE,B1,"phrasal verb",,
"go off","STOP WORKING",B1,"phrasal verb",,
"go on",CONTINUE,B1,"phrasal verb",,
"go on",HAPPEN,B1,"phrasal verb",,
"go out",LIGHT/FIRE,B1,"phrasal verb",,
"go up",INCREASE,B1,"phrasal verb",,
"hand in sth or hand sth in",,B1,"phrasal verb",,
"hang up",,B1,"phrasal verb",,
"hold up sb/sth or hold sb/sth up",,B1,"phrasal verb",,
"fade away",,B2,"phrasal verb",,
"fall apart",BREAK,B2,"phrasal verb",,
"fall apart","HAVE PROBLEMS",B2,"phrasal verb",,
"fall for sb ",,B2,"phrasal verb",,
"fall out",,B2,"phrasal verb",,
"fall through",,B2,"phrasal verb",,
"finish with sb",,B2,"phrasal verb",,
"fit in with sth ",SUITABLE,B2,"phrasal verb",,
"focus (sth) on/upon sb/sth ",,B2,"phrasal verb",,
"get in","BE CHOSEN",B2,"phrasal verb",,
"get into sth ","BE CHOSEN",B2,"phrasal verb",,
"get on with sth",,B2,"phrasal verb",,
"go by",TIME,B2,"phrasal verb",,
"go off","MAKE NOISE",B2,"phrasal verb",,
"go over sth ",,B2,"phrasal verb",,
"go through sth",EXPERIENCE,B2,"phrasal verb",,
"go through sth",EXAMINE,B2,"phrasal verb",,
"be heading for sth ",,B2,"phrasal verb",,
"have heard of sb/sth ",,B2,"phrasal verb",,
"heat up sth or heat sth up",,B2,"phrasal verb",,
"fit in",,C1,"phrasal verb",,
"fit in with sth ","SUCCESSFUL PART",C1,"phrasal verb",,
"fix sth up",,C1,"phrasal verb",,
"get into sth ","BE INTERESTED",C1,"phrasal verb",,
"get out","DIFFERENT PLACES",C1,"phrasal verb",,
"get (sb) through sth",,C1,"phrasal verb",,
"get through to sb",,C1,"phrasal verb",,
"go into sth","BE USED",C1,"phrasal verb",,
"go off",EXPLODE,C1,"phrasal verb",,
"hold back sth or hold sth back","NOT TELL",C1,"phrasal verb",,
"fall back on sb/sth",,C2,"phrasal verb",,
"feast on sth",,C2,"phrasal verb",,
"fend for yourself",,C2,"phrasal verb",,
"be flooded with sth",,C2,"phrasal verb",,
"frown on/upon sth",,C2,"phrasal verb",,
"get through sth ",FINISH,C2,"phrasal verb",,
"be glued to sth",,C2,"phrasal verb",,
"go by","MOVE PAST",C2,"phrasal verb",,
"go down","BE CONSIDERED",C2,"phrasal verb",,
"go through with sth",,C2,"phrasal verb",,
"go up",EXPLODE,C2,"phrasal verb",,
"go without (sth)",,C2,"phrasal verb",,
"hail sb/sth as sth",,C2,"phrasal verb",,
"hand sth down or hand down sth",,C2,"phrasal verb",,
"head off ",,C2,"phrasal verb",,
"hold sth against sb",,C2,"phrasal verb",,
"hold sb/sth back","PREVENT PROGRESS",C2,"phrasal verb",,
"hold back sth or hold sth back",EMOTION,C2,"phrasal verb",,
"hold off (sth/doing sth)",,C2,"phrasal verb",,
"hold onto sth/sb",,C2,"phrasal verb",,
"hold out hope",,C2,"phrasal verb",,
"hold out hope",,C2,"phrasal verb",,
"half past one/two/three, etc.",,A1,phrase,,
"first of all",,A2,phrase,,
"first of all",,A2,phrase,,
"follow a road/path, etc.",,A2,phrase,,
"the future",,A2,phrase,,
"get married",,A2,phrase,,
"be going to do/be sth ",,A2,phrase,,
"be going to do sth",,A2,phrase,,
"go to the toilet",,A2,phrase,,
"happy to do sth",,A2,phrase,,
"here you are/here it is, etc.",,A2,phrase,,
"(by) herself",,A2,phrase,,
"(by) himself",,A2,phrase,,
"make a face",,B1,phrase,,
"so far",,B1,phrase,,
"sb's fault",,B1,phrase,,
"feel at home",,B1,phrase,,
"catch fire",,B1,phrase,,
"on fire",,B1,phrase,,
"at first",,B1,phrase,,
"the first",,B1,phrase,,
"fit (sth) in/into/through/under, etc.",,B1,phrase,,
"for ever",,B1,phrase,,
"for sure",,B1,phrase,,
"be friendly with sb",,B1,phrase,,
"in full",,B1,phrase,,
"in future",,B1,phrase,,
"get cold/ill/late, etc.",,B1,phrase,,
"get worse",,B1,phrase,,
"get caught/killed/told off, etc.",,B1,phrase,,
"get sth wrong",,B1,phrase,,
"go badly/well, etc.",,B1,phrase,,
"go wrong",,B1,phrase,,
"go bald/blind/grey, etc.",,B1,phrase,,
"the heart of sth",,B1,phrase,,
"with the help of  sth",,B1,phrase,,
"feel at home",,B1,phrase,,
"have no idea",,B1,phrase,,
"in time",,B1,phrase,,
"in advance",,B1,phrase,,
"in love",,B1,phrase,,
"in addition (to)",,B1,phrase,,
"in detail",,B1,phrase,,
"in full",,B1,phrase,,
"in future",,B1,phrase,,
"in order (for sb/sth) to do sth",,B1,phrase,,
"(just) in case",,B1,phrase,,
"in case of sth",,B1,phrase,,
"despite the fact that",,B2,phrase,,
"failure to do sth",,B2,phrase,,
"at fault",,B2,phrase,,
"the fifties",,B2,phrase,,
"at first sight",,B2,phrase,,
"in the first place",,B2,phrase,,
"fall flat on your face",,B2,phrase,,
"for the moment",,B2,phrase,,
"for once",,B2,phrase,,
"for real",,B2,phrase,,
"forget it",,B2,phrase,,
"the former",,B2,phrase,,
"the forties",,B2,phrase,,
"from side to side",,B2,phrase,,
"from time to time",,B2,phrase,,
"a week/six months/ten years, etc. from now",,B2,phrase,,
"in the near future",,B2,phrase,,
"get rid of sth",,B2,phrase,,
"take sb/sth for granted",,B2,phrase,,
"take it for granted",,B2,phrase,,
"grow tired/old/calm, etc.",,B2,phrase,,
"with all your heart",,B2,phrase,,
"by heart",,B2,phrase,,
"here and there",,B2,phrase,,
"however cold/difficult/slowly, etc.",,B2,phrase,,
"if so",,B2,phrase,,
"as if",,B2,phrase,,
"in connection with sth",,B2,phrase,,
"in due course",,B2,phrase,,
"in sb's direction",,B2,phrase,,
"in season",,B2,phrase,,
"in secret",,B2,phrase,,
"in person",,B2,phrase,,
"in place of sth",,B2,phrase,,
"in the first place",,B2,phrase,,
"in practice",,B2,phrase,,
"in private",,B2,phrase,,
"in progress",,B2,phrase,,
"in relation to sth",,B2,phrase,,
"in relation to sth",,B2,phrase,,
"in this respect/in many respects",,B2,phrase,,
"in a row",,B2,phrase,,
"in those days",,B2,phrase,,
"in turn",,B2,phrase,,
"far from sth",,C1,phrase,,
"how far",,C1,phrase,,
"in sb's favour",,C1,phrase,,
"feel compelled to do sth",,C1,phrase,,
"first and foremost",,C1,phrase,,
"come first",,C1,phrase,,
"fall flat",,C1,phrase,,
"the focus of sth",,C1,phrase,,
"for good",,C1,phrase,,
"for life",,C1,phrase,,
"for long",,C1,phrase,,
"for the most part",,C1,phrase,,
"for the time being",,C1,phrase,,
"first and foremost",,C1,phrase,,
"foul language",,C1,phrase,,
"free from/of sth",,C1,phrase,,
"from then/that day, etc. on",,C1,phrase,,
"from start to finish",,C1,phrase,,
"fulfil a duty/promise/responsibility, etc.",,C1,phrase,,
"fulfil an ambition/dream/goal, etc.",,C1,phrase,,
"fulfil a function/need/role, etc.",,C1,phrase,,
"fulfil criteria/requirements/qualifications, etc.",,C1,phrase,,
"gather speed/strength/support, etc.",,C1,phrase,,
"get on sb's nerves",,C1,phrase,,
"get rid of sb",,C1,phrase,,
"get sth straight",,C1,phrase,,
"keep sb going",,C1,phrase,,
"go from strength to strength",,C1,phrase,,
"grab the opportunity/chance",,C1,phrase,,
"in your heart",,C1,phrase,,
"on hold",,C1,phrase,,
"the home of sth/sb",,C1,phrase,,
"make yourself at home",,C1,phrase,,
"broaden/expand/widen your horizons",,C1,phrase,,
"on the horizon",,C1,phrase,,
"a hot issue/topic",,C1,phrase,,
"how far",,C1,phrase,,
"in turn",,C1,phrase,,
"in accordance with sth",,C1,phrase,,
"in aid of sb/sth",,C1,phrase,,
"in association with",,C1,phrase,,
"in bulk",,C1,phrase,,
"in common with sb/sth",,C1,phrase,,
"in demand",,C1,phrase,,
"in any event",,C1,phrase,,
"in sb's favour",,C1,phrase,,
"in the form of sth",,C1,phrase,,
"in your heart",,C1,phrase,,
"in the hope of/that",,C1,phrase,,
"be in sb's interest(s)",,C1,phrase,,
"in the light of sth",,C1,phrase,,
"in moderation",,C1,phrase,,
"be in two minds",,C1,phrase,,
"be in position",,C1,phrase,,
"in the region of sth",,C1,phrase,,
"in reverse",,C1,phrase,,
"in no time",,C1,phrase,,
"in tune",,C1,phrase,,
"in turn",,C1,phrase,,
"in vain",,C1,phrase,,
"in no way/not in any way",,C1,phrase,,
"in store",,C1,phrase,,
"the fabric of sth",,C2,phrase,,
"let's face it",,C2,phrase,,
"not have the faintest idea",,C2,phrase,,
"a fair amount/distance/size, etc.",,C2,phrase,,
"fair play",,C2,phrase,,
"far from doing sth",,C2,phrase,,
"go so far as to do sth",,C2,phrase,,
"go too far",,C2,phrase,,
"few and far between",,C2,phrase,,
"be far removed from sth",,C2,phrase,,
"a faraway look/expression",,C2,phrase,,
"fast asleep",,C2,phrase,,
"thick and fast",,C2,phrase,,
"find fault with sb/sth",,C2,phrase,,
"in favour of sb/sth",,C2,phrase,,
"few and far between",,C2,phrase,,
"fill a need/gap/demand",,C2,phrase,,
"filter down/in/through, etc.",,C2,phrase,,
"filter down/through/out, etc.",,C2,phrase,,
"set fire to sth; set sth on fire",,C2,phrase,,
"fire sb's imagination",,C2,phrase,,
"put sb/sth first",,C2,phrase,,
"be a first",,C2,phrase,,
"do sth as you see/think fit",,C2,phrase,,
"flash by/past/through, etc.",,C2,phrase,,
"it follows that",,C2,phrase,,
"follow sb's example/lead",,C2,phrase,,
"follow suit",,C2,phrase,,
"for all",,C2,phrase,,
"for sb's benefit",,C2,phrase,,
"for the best",,C2,phrase,,
"for fear of sth/doing sth",,C2,phrase,,
"a force to be reckoned with",,C2,phrase,,
"join forces",,C2,phrase,,
"in/into force",,C2,phrase,,
"be foreign to sb",,C2,phrase,,
"I forget",,C2,phrase,,
"form an opinion/impression, etc.",,C2,phrase,,
"break free",,C2,phrase,,
"break free",,C2,phrase,,
"fresh water",,C2,phrase,,
"from top to bottom",,C2,phrase,,
"the frontiers of sth",,C2,phrase,,
"make sure",,A2,phrase,Flyers,
"for/in the foreseeable future",,C2,phrase,,
"nothing ventured, nothing gained",,C2,phrase,,
"the germ of sth",,C2,phrase,,
"get you nowhere",,C2,phrase,,
"get sth over (and done) with",,C2,phrase,,
"get underway",,C2,phrase,,
"the globe",,C2,phrase,,
"to go",,C2,phrase,,
"go out of your way to do sth",,C2,phrase,,
"go so far as to do sth",,C2,phrase,,
"go too far",,C2,phrase,,
"be still going strong",,C2,phrase,,
"a good 20 minutes/30 miles, etc.",,C2,phrase,,
"be in good taste",,C2,phrase,,
"(be) green with envy",,C2,phrase,,
"a handsome profit/sum, etc.",,C2,phrase,,
"do/learn sth the hard way",,C2,phrase,,
"be hard on sb",,C2,phrase,,
"give sb a hard time",,C2,phrase,,
"have (got) to do/be sth",,C2,phrase,,
"at heart",,C2,phrase,,
"dear to sb/sb's heart",,C2,phrase,,
"a hold on/over sth/sb",,C2,phrase,,
"take/hold sb hostage",,C2,phrase,,
"in my humble opinion",,C2,phrase,,
"the idea of sth",,C2,phrase,,
"not have the faintest idea",,C2,phrase,,
"on impulse",,C2,phrase,,
"in anticipation (of)",,C2,phrase,,
"be in awe of sb",,C2,phrase,,
"in the clear",,C2,phrase,,
"in confidence",,C2,phrase,,
"in conjunction with sth/sb",,C2,phrase,,
"in the name of sth",,C2,phrase,,
"in sb's words",,C2,phrase,,
"in all likelihood",,C2,phrase,,
"be in line with sth",,C2,phrase,,
"in memory of sb",,C2,phrase,,
"in your mind's eye",,C2,phrase,,
"in miniature",,C2,phrase,,
"be in the mood for sth/to do sth",,C2,phrase,,
"in effect",,C2,phrase,,
"in essence",,C2,phrase,,
"in favour of sb/sth",,C2,phrase,,
"in hand",,C2,phrase,,
"in my humble opinion",,C2,phrase,,
"in its infancy",,C2,phrase,,
"in the interest(s) of sth",,C2,phrase,,
"in isolation",,C2,phrase,,
"in perspective",,C2,phrase,,
"in place",,C2,phrase,,
"in place",,C2,phrase,,
"in principle",,C2,phrase,,
"in all probability",,C2,phrase,,
"in the process",,C2,phrase,,
"be in the process of doing sth",,C2,phrase,,
"in proportion to",,C2,phrase,,
"sb/sth in question",,C2,phrase,,
"in the red",,C2,phrase,,
"in retrospect",,C2,phrase,,
"be in good taste",,C2,phrase,,
"be in bad/poor taste",,C2,phrase,,
"be in tune with sb/sth",,C2,phrase,,
"in that",,C2,phrase,,
"at face value",IDIOM,C1,phrase,,
"face the music",IDIOM,C1,phrase,,
"be a far cry from sth",IDIOM,C1,phrase,,
"with flying colours",IDIOM,C1,phrase,,
"from scratch",IDIOM,C1,phrase,,
"get a grip (on yourself)",IDIOM,C1,phrase,,
"go hand in hand",IDIOM,C1,phrase,,
"gain/lose ground",IDIOM,C1,phrase,,
"be in the public eye",IDIOM,C1,phrase,,
"in a nutshell",IDIOM,C1,phrase,,
"lose face",IDIOM,C2,phrase,,
"keep a straight face",IDIOM,C2,phrase,,
"on the face of it",IDIOM,C2,phrase,,
"in the face of sth",IDIOM,C2,phrase,,
"fly in the face of",IDIOM,C2,phrase,,
"a slap in the face",IDIOM,C2,phrase,,
"a fast track (to sth)",IDIOM,C2,phrase,,
"the fast lane",IDIOM,C2,phrase,,
"come under fire",IDIOM,C2,phrase,,
"play with fire",IDIOM,C2,phrase,,
"fly in the face of",IDIOM,C2,phrase,,
"follow in sb's footsteps",IDIOM,C2,phrase,,
"follow in sb's footsteps",IDIOM,C2,phrase,,
"a free hand",IDIOM,C2,phrase,,
"have your hands full",IDIOM,C2,phrase,,
"get your own back (on sb)",IDIOM,C2,phrase,,
"get out of hand",IDIOM,C2,phrase,,
"go downhill",IDIOM,C2,phrase,,
"go through the motions",IDIOM,C2,phrase,,
"go against the grain",IDIOM,C2,phrase,,
"go through the roof",IDIOM,C2,phrase,,
"go against the grain",IDIOM,C2,phrase,,
"stand your ground",IDIOM,C2,phrase,,
"break new ground",IDIOM,C2,phrase,,
"find common ground",IDIOM,C2,phrase,,
"catch sb off guard",IDIOM,C2,phrase,,
"be on (your) guard",IDIOM,C2,phrase,,
"let your guard down",IDIOM,C2,phrase,,
"open your heart",IDIOM,C2,phrase,,
"take sth to heart",IDIOM,C2,phrase,,
"lose heart",IDIOM,C2,phrase,,
"a change of heart",IDIOM,C2,phrase,,
"in the dark",IDIOM,C2,phrase,,
"in the blink of an eye",IDIOM,C2,phrase,,
"be in the same boat",IDIOM,C2,phrase,,
"in the face of sth",IDIOM,C2,phrase,,
"in a rut",IDIOM,C2,phrase,,
"the ins and outs of sth",IDIOM,C2,phrase,,
"You must be joking!/ You're joking!",,B1,phrase,,
"a load/loads",,B1,phrase,,
"kind of",,B2,phrase,,
"get a move on",,C2,phrase,,
"be at liberty to do sth",,C2,phrase,,
"be a joke",,C1,phrase,,
"be a pain in the neck",IDIOM,C1,phrase,,
"tie the knot",IDIOM,C2,phrase,,
"blow your mind",IDIOM,C2,phrase,,
"poke/stick your nose into sth",IDIOM,C2,phrase,,
"turn your nose up at sth",IDIOM,C2,phrase,,
"be in luck",,C1,phrase,,
"be news to sb",IDIOM,C2,phrase,,
"odds and ends",,C2,phrase,,
"make a run for it",,C2,phrase,,
"make a splash",IDIOM,C2,phrase,,
"kick yourself",,C2,phrase,,
"sb will kill sb",,A2,phrase,,
"be a bad/good influence (on sb)",,B2,phrase,,
"Master's (degree)",,C1,phrase,,
"a book/cat/dog, etc. lover",,B1,phrase,,
"lay eggs",,B2,phrase,,
"the news",,B1,phrase,,
"the media",,B2,phrase,,
"pull a muscle",,C2,phrase,,
"wait a minute",,B1,phrase,,
"to my mind",,B2,phrase,,
"mother tongue",,B2,phrase,,
"take issue (with sb/sth)",,C1,phrase,,
"(Good) morning",,A1,phrase,,
"would love sth/to do sth",,A2,phrase,,
"would love to (do sth)",,A2,phrase,,
"I mean",,A2,phrase,,
"justify yourself ",,B2,phrase,,
"make sense",,B2,phrase,,
"not to mention",,B2,phrase,,
"make yourself understood",,C1,phrase,,
"make sth public",,C2,phrase,,
"you name it",,C2,phrase,,
"make ends meet",IDIOM,C1,phrase,,
"the animal/plant kingdom",,C2,phrase,,
"change your mind",,B1,phrase,,
"make up your mind or make your mind up",,B1,phrase,,
"thread a needle",,C2,phrase,,
"march off/up/down, etc.",,C2,phrase,,
"make sb do sth ",,B1,phrase,,
"make the most of sth",,B2,phrase,,
"make fun of sb/sth",,B2,phrase,,
"lay sth down/in/on, etc.",,C1,phrase,,
"make a start",,C2,phrase,,
"lean (sth) back/forward/out, etc.",,B2,phrase,,
"lean (sth) against/on sth",,B2,phrase,,
"a bad/good, etc. judge of sth",,C2,phrase,,
"frame of mind",,C2,phrase,,
"be in a mood",,B2,phrase,,
"steady/strong nerves",,B2,phrase,,
"get on sb's nerves",,B2,phrase,,
"make a fool (out) of sb ",,B2,phrase,,
"make a fool of yourself ",,B2,phrase,,
"make friends (with sb)",,B1,phrase,,
"on offer",,B2,phrase,,
"(be) on the line",IDIOM,C2,phrase,,
"make your way",,C2,phrase,,
